N, Insert, Lookup, Remove
91248,1.9804e-05,1.2e-07,6.182e-06
91249,2.1767e-05,1.27e-07,2.922e-06
91250,1.6561e-05,1.3e-07,5.847e-06
91251,1.172e-05,1.26e-07,3.839e-06
91252,1.8337e-05,1.28e-07,6.633e-06
91253,1.4948e-05,1.24e-07,5.205e-06
91254,1.088e-05,1.24e-07,4.077e-06
91255,1.6051e-05,1.31e-07,7.353e-06
91256,1.9819e-05,1.23e-07,6.668e-06
91257,1.9298e-05,1.24e-07,6.637e-06
91258,1.7671e-05,1.21e-07,6.437e-06
91259,2.0776e-05,1.21e-07,5.642e-06
91260,9.088e-06,1.24e-07,2.968e-06
91261,1.6387e-05,1.26e-07,6.33e-06
91262,9.793e-06,1.21e-07,2.097e-06
91263,1.3263e-05,1.3e-07,4.881e-06
91264,1.081e-05,1.28e-07,3.838e-06
91265,1.2151e-05,1.25e-07,4.887e-06
91266,2.0273e-05,1.2e-07,4.871e-06
91267,6.356e-06,1.18e-07,3.001e-06
91268,1.5096e-05,1.22e-07,4.631e-06
91269,9.55e-06,1.27e-07,2.572e-06
91270,1.2424e-05,1.21e-07,4.969e-06
91271,1.9265e-05,1.29e-07,6.925e-06
91272,1.1247e-05,1.35e-07,3.404e-06
91273,1.5727e-05,1.26e-07,7.618e-06
91274,9.706e-06,1.22e-07,3.787e-06
91275,1.7208e-05,1.23e-07,9.068e-06
91276,2.1836e-05,1.29e-07,7.035e-06
91277,1.5001e-05,1.26e-07,5.878e-06
91278,1.5664e-05,1.24e-07,4.95e-06
91279,1.4207e-05,1.28e-07,6.37e-06
91280,1.3804e-05,1.22e-07,6.119e-06
91281,1.2879e-05,1.21e-07,4.332e-06
91282,1.8914e-05,1.23e-07,6.198e-06
91283,1.4544e-05,1.21e-07,5.582e-06
91284,1.6439e-05,1.25e-07,6.812e-06
91285,1.3048e-05,1.26e-07,4.54e-06
91286,7.784e-06,1.29e-07,3.002e-06
91287,1.6381e-05,1.28e-07,6.14e-06
91288,2.0187e-05,1.27e-07,7.196e-06
91289,1.6451e-05,1.2e-07,5.701e-06
91290,1.5581e-05,1.21e-07,5.492e-06
91291,1.8713e-05,1.23e-07,6.916e-06
91292,1.8905e-05,1.3e-07,5.16e-06
91293,1.749e-05,1.21e-07,6.449e-06
91294,1.6218e-05,1.22e-07,3.307e-06
91295,1.2472e-05,1.28e-07,4.985e-06
91296,1.4034e-05,1.26e-07,5.774e-06
91297,1.2481e-05,1.26e-07,3.343e-06
91298,7.965e-06,1.36e-07,3.193e-06
91299,9.938e-06,1.23e-07,3.282e-06
91300,1.919e-05,1.31e-07,7.363e-06
91301,1.0109e-05,1.28e-07,4.5e-06
91302,1.7519e-05,1.21e-07,6.263e-06
91303,1.8469e-05,1.24e-07,5.442e-06
91304,1.4158e-05,1.28e-07,6.13e-06
91305,1.2214e-05,1.22e-07,3.093e-06
91306,1.3772e-05,1.27e-07,4.938e-06
91307,1.39e-05,1.24e-07,5.75e-06
91308,9.179e-06,1.27e-07,4.118e-06
91309,1.7794e-05,1.27e-07,5.451e-06
91310,9.356e-06,1.21e-07,4.933e-06
91311,2.2153e-05,1.3e-07,5.069e-06
91312,1.8393e-05,1.22e-07,5.379e-06
91313,9.36e-06,1.22e-07,2.501e-06
91314,1.6063e-05,1.27e-07,5.366e-06
91315,9.38e-06,1.21e-07,3.792e-06
91316,1.4966e-05,1.22e-07,6.523e-06
91317,7.478e-06,1.23e-07,2.705e-06
91318,1.7731e-05,1.22e-07,7.45e-06
91319,2.1867e-05,1.24e-07,5.819e-06
91320,8.908e-06,1.2e-07,3.793e-06
91321,1.0265e-05,1.22e-07,3.115e-06
91322,1.2926e-05,1.22e-07,5.277e-06
91323,1.5548e-05,1.22e-07,6.409e-06
91324,1.3723e-05,1.2e-07,3.455e-06
91325,1.5525e-05,1.21e-07,4.625e-06
91326,9.79e-06,1.32e-07,3.422e-06
91327,1.9352e-05,1.28e-07,5.509e-06
91328,1.8367e-05,1.28e-07,5.89e-06
91329,9.713e-06,1.31e-07,3.868e-06
91330,1.3092e-05,1.25e-07,5.456e-06
91331,2.2091e-05,1.29e-07,3.288e-06
91332,1.7435e-05,1.31e-07,8.111e-06
91333,9.369e-06,1.32e-07,2.481e-06
91334,1.9642e-05,1.22e-07,7.562e-06
91335,1.1185e-05,1.19e-07,3.764e-06
91336,1.8288e-05,1.25e-07,7.27e-06
91337,1.7017e-05,1.24e-07,4.634e-06
91338,1.3338e-05,1.2e-07,4.092e-06
91339,1.6755e-05,1.36e-07,5.886e-06
91340,2.3513e-05,1.22e-07,8.117e-06
91341,1.3029e-05,1.25e-07,5.029e-06
91342,1.3173e-05,1.21e-07,4.985e-06
91343,1.2685e-05,1.2e-07,2.937e-06
91344,1.8496e-05,1.32e-07,6.903e-06
91345,1.4177e-05,1.23e-07,5.45e-06
91346,1.5815e-05,1.27e-07,5.113e-06
91347,1.7472e-05,1.24e-07,3.329e-06
91348,1.8235e-05,1.21e-07,6.779e-06
91349,1.0268e-05,1.35e-07,4.533e-06
91350,1.7005e-05,1.21e-07,5.015e-06
91351,1.3499e-05,1.27e-07,5.016e-06
91352,1.4137e-05,1.22e-07,4.955e-06
91353,1.4686e-05,1.32e-07,5.069e-06
91354,1.8746e-05,1.31e-07,6.356e-06
91355,9.979e-06,1.24e-07,3.561e-06
91356,1.1622e-05,1.27e-07,2.833e-06
91357,1.5356e-05,1.2e-07,5.467e-06
91358,1.15e-05,1.29e-07,5.09e-06
91359,9.194e-06,1.22e-07,2.615e-06
91360,1.3376e-05,1.32e-07,5.662e-06
91361,1.1077e-05,1.26e-07,5.097e-06
91362,8.777e-06,1.3e-07,2.288e-06
91363,2.0481e-05,1.26e-07,6.824e-06
91364,1.9423e-05,1.25e-07,5.357e-06
91365,1.3571e-05,1.35e-07,4.41e-06
91366,1.687e-05,1.22e-07,6.075e-06
91367,1.3799e-05,1.32e-07,4.158e-06
91368,1.7691e-05,1.25e-07,5.94e-06
91369,1.926e-05,1.26e-07,5.89e-06
91370,2.131e-05,1.25e-07,8.155e-06
91371,1.2089e-05,1.23e-07,4.307e-06
91372,2.0744e-05,1.22e-07,8.954e-06
91373,1.3379e-05,1.22e-07,5.62e-06
91374,1.3843e-05,1.28e-07,5.656e-06
91375,1.4873e-05,1.2e-07,5.054e-06
91376,2.0316e-05,1.21e-07,6.628e-06
91377,1.693e-05,1.18e-07,3.83e-06
91378,1.1144e-05,1.25e-07,4.305e-06
91379,1.5451e-05,1.22e-07,5.872e-06
91380,2.8399e-05,1.27e-07,6.122e-06
91381,1.1722e-05,1.26e-07,3.496e-06
91382,1.7592e-05,1.28e-07,5.021e-06
91383,1.5732e-05,1.22e-07,5.905e-06
91384,1.9737e-05,1.24e-07,5.606e-06
91385,1.5238e-05,1.23e-07,3.332e-06
91386,1.4104e-05,1.3e-07,6.237e-06
91387,8.995e-06,1.23e-07,3.972e-06
91388,1.452e-05,1.19e-07,5.014e-06
91389,1.6023e-05,1.23e-07,5.55e-06
91390,1.571e-05,1.25e-07,6.295e-06
91391,1.6203e-05,1.23e-07,5.863e-06
91392,1.935e-05,1.2e-07,5.454e-06
91393,1.4428e-05,1.22e-07,6.824e-06
91394,1.4078e-05,1.23e-07,4.207e-06
91395,1.6038e-05,1.23e-07,5.934e-06
91396,7.637e-06,1.2e-07,3.324e-06
91397,1.725e-05,1.19e-07,6.241e-06
91398,1.1902e-05,1.18e-07,4.657e-06
91399,1.4181e-05,1.25e-07,4.7e-06
91400,1.253e-05,1.26e-07,3.571e-06
91401,2.1009e-05,1.24e-07,8.199e-06
91402,1.2623e-05,1.23e-07,4.779e-06
91403,1.1567e-05,1.28e-07,4.306e-06
91404,1.831e-05,1.22e-07,6.636e-06
91405,1.4226e-05,1.25e-07,3.02e-06
91406,1.4185e-05,1.24e-07,5.472e-06
91407,1.2702e-05,1.29e-07,4.909e-06
91408,1.3214e-05,1.26e-07,4.859e-06
91409,1.8549e-05,1.24e-07,5.969e-06
91410,1.2168e-05,1.21e-07,4.415e-06
91411,1.9153e-05,1.24e-07,6.239e-06
91412,1.4889e-05,1.32e-07,5.632e-06
91413,1.5756e-05,1.21e-07,6.199e-06
91414,1.5911e-05,1.21e-07,5.769e-06
91415,1.4092e-05,1.26e-07,5.572e-06
91416,9.114e-06,1.26e-07,3.789e-06
91417,1.4645e-05,1.26e-07,3.589e-06
91418,1.6518e-05,1.18e-07,5.218e-06
91419,1.8122e-05,1.18e-07,5.887e-06
91420,1.5202e-05,1.26e-07,5.266e-06
91421,1.3341e-05,1.31e-07,5.275e-06
91422,1.5837e-05,1.28e-07,4.759e-06
91423,1.599e-05,1.29e-07,6.372e-06
91424,1.8875e-05,1.27e-07,7.641e-06
91425,1.6202e-05,1.26e-07,6.585e-06
91426,9.706e-06,1.25e-07,3.785e-06
91427,1.1915e-05,1.23e-07,3.841e-06
91428,1.3601e-05,1.22e-07,5.167e-06
91429,9.781e-06,1.25e-07,4.046e-06
91430,1.1851e-05,1.27e-07,3.643e-06
91431,8.619e-06,1.26e-07,2.929e-06
91432,1.4074e-05,1.26e-07,6.154e-06
91433,1.6425e-05,1.37e-07,2.52e-06
91434,1.404e-05,1.27e-07,5.088e-06
91435,1.3657e-05,1.33e-07,6.54e-06
91436,1.2156e-05,1.27e-07,3.819e-06
91437,1.6821e-05,1.28e-07,6.525e-06
91438,1.7134e-05,1.33e-07,6.378e-06
91439,1.8443e-05,1.18e-07,6.169e-06
91440,1.1965e-05,1.26e-07,4.243e-06
91441,1.7364e-05,1.23e-07,5.667e-06
91442,1.4054e-05,1.22e-07,5.459e-06
91443,1.2252e-05,1.26e-07,4.007e-06
91444,6.975e-06,1.3e-07,2.289e-06
91445,1.4286e-05,1.24e-07,5.261e-06
91446,1.9487e-05,1.2e-07,5.392e-06
91447,2.0389e-05,1.2e-07,8.234e-06
91448,2.0512e-05,1.21e-07,6.497e-06
91449,1.5615e-05,1.28e-07,5.481e-06
91450,1.0162e-05,1.25e-07,4.852e-06
91451,1.1322e-05,1.2e-07,4.437e-06
91452,2.2137e-05,1.2e-07,7.599e-06
91453,1.65e-05,1.2e-07,6.435e-06
91454,1.1144e-05,1.21e-07,3.476e-06
91455,1.5969e-05,1.24e-07,6.485e-06
91456,1.099e-05,1.21e-07,4.202e-06
91457,8.426e-06,1.22e-07,3.405e-06
91458,1.8229e-05,1.26e-07,5.411e-06
91459,1.5598e-05,1.25e-07,4.952e-06
91460,1.9461e-05,1.25e-07,6.64e-06
91461,1.4561e-05,1.33e-07,4.3e-06
91462,1.5963e-05,1.22e-07,7.686e-06
91463,1.6758e-05,1.21e-07,5.729e-06
91464,1.7499e-05,1.24e-07,5.767e-06
91465,1.4602e-05,1.2e-07,6.282e-06
91466,9.762e-06,1.2e-07,3.095e-06
91467,2.5101e-05,1.28e-07,8.851e-06
91468,1.8559e-05,1.22e-07,6.088e-06
91469,1.375e-05,1.28e-07,5.448e-06
91470,1.5498e-05,1.2e-07,7.599e-06
91471,1.0256e-05,1.33e-07,3.246e-06
91472,1.562e-05,1.27e-07,5.136e-06
91473,1.4288e-05,1.2e-07,5.036e-06
91474,1.8134e-05,1.24e-07,5.917e-06
91475,1.5386e-05,1.25e-07,4.235e-06
91476,1.0407e-05,1.26e-07,3.062e-06
91477,1.3757e-05,1.3e-07,4.685e-06
91478,1.5999e-05,1.25e-07,6.765e-06
91479,1.2639e-05,1.24e-07,3.355e-06
91480,2.0433e-05,1.21e-07,7.609e-06
91481,1.3378e-05,1.2e-07,5.198e-06
91482,1.6097e-05,1.26e-07,4.242e-06
91483,1.0716e-05,1.29e-07,2.959e-06
91484,1.189e-05,1.27e-07,5.149e-06
91485,1.0422e-05,1.29e-07,4.054e-06
91486,1.2861e-05,1.25e-07,4.289e-06
91487,1.8602e-05,1.28e-07,6.82e-06
91488,1.6203e-05,1.27e-07,6.338e-06
91489,8.409e-06,1.25e-07,4.473e-06
91490,1.7883e-05,1.23e-07,5.565e-06
91491,2.071e-05,1.19e-07,6.375e-06
91492,9.285e-06,1.21e-07,3.448e-06
91493,2.3358e-05,1.26e-07,9.735e-06
91494,1.6007e-05,1.23e-07,5.463e-06
91495,1.9938e-05,1.27e-07,8.529e-06
91496,4.843e-06,1.25e-07,1.453e-06
91497,1.0372e-05,1.23e-07,4.627e-06
91498,1.7289e-05,1.24e-07,5.897e-06
91499,1.453e-05,1.22e-07,5.042e-06
91500,1.454e-05,1.23e-07,6.511e-06
91501,2.0596e-05,1.24e-07,7.881e-06
91502,1.55e-05,1.25e-07,5.46e-06
91503,1.4088e-05,1.25e-07,4.898e-06
91504,1.7467e-05,1.28e-07,5.337e-06
91505,1.443e-05,1.26e-07,5.939e-06
91506,1.6882e-05,1.26e-07,5.084e-06
91507,1.4905e-05,1.25e-07,7.255e-06
91508,1.2772e-05,1.17e-07,5.529e-06
91509,9.046e-06,1.26e-07,4.993e-06
91510,1.1269e-05,1.23e-07,3.439e-06
91511,1.5101e-05,1.27e-07,1.4772e-05
91512,1.6916e-05,1.42e-07,5.428e-06
91513,1.7154e-05,1.24e-07,5.016e-06
91514,9.78e-06,1.25e-07,3.001e-06
91515,1.0911e-05,1.25e-07,4.205e-06
91516,1.446e-05,1.23e-07,4.269e-06
91517,1.7331e-05,1.23e-07,7.077e-06
91518,1.7993e-05,1.24e-07,6.713e-06
91519,1.4144e-05,1.25e-07,3.017e-06
91520,1.1015e-05,1.27e-07,4.557e-06
91521,1.2399e-05,1.44e-07,5.528e-06
91522,1.6678e-05,1.27e-07,4.961e-06
91523,1.2982e-05,1.19e-07,4.971e-06
91524,1.687e-05,1.24e-07,4.57e-06
91525,7.743e-06,1.23e-07,2.934e-06
91526,1.2982e-05,1.2e-07,4.696e-06
91527,1.4448e-05,1.25e-07,5.641e-06
91528,1.3781e-05,1.24e-07,5.083e-06
91529,1.5883e-05,1.25e-07,6.262e-06
91530,1.2929e-05,1.17e-07,4.665e-06
91531,8.6e-06,1.25e-07,3.011e-06
91532,1.5569e-05,1.2e-07,4.637e-06
91533,1.2879e-05,1.2e-07,3.835e-06
91534,1.6351e-05,1.26e-07,6.385e-06
91535,1.1929e-05,1.22e-07,4.025e-06
91536,1.8148e-05,1.26e-07,7.61e-06
91537,1.8708e-05,1.27e-07,7.457e-06
91538,1.7206e-05,1.27e-07,5.832e-06
91539,1.516e-05,1.3e-07,5.514e-06
91540,1.4668e-05,1.26e-07,6.223e-06
91541,9.587e-06,1.21e-07,4.738e-06
91542,1.9295e-05,1.29e-07,5.99e-06
91543,1.4474e-05,1.35e-07,5.988e-06
91544,2.0809e-05,1.22e-07,6.33e-06
91545,1.8892e-05,1.23e-07,8.189e-06
91546,9.005e-06,1.28e-07,4.473e-06
91547,1.474e-05,1.26e-07,7.215e-06
91548,1.9676e-05,1.23e-07,7.49e-06
91549,1.7828e-05,1.28e-07,5.054e-06
91550,1.6487e-05,1.27e-07,6.455e-06
91551,1.2226e-05,1.27e-07,4.221e-06
91552,9.566e-06,1.36e-07,2.998e-06
91553,2.0159e-05,1.25e-07,6.377e-06
91554,1.4885e-05,1.25e-07,5.414e-06
91555,1.9205e-05,1.29e-07,6.938e-06
91556,1.2596e-05,1.3e-07,4.247e-06
91557,1.7273e-05,1.33e-07,5.794e-06
91558,2.0744e-05,1.27e-07,1.1665e-05
91559,1.4131e-05,1.32e-07,5.251e-06
91560,1.9858e-05,1.23e-07,9.63e-06
91561,1.9015e-05,1.25e-07,6.567e-06
91562,1.0885e-05,1.28e-07,3.753e-06
91563,2.4579e-05,1.29e-07,6.904e-06
91564,1.2771e-05,1.19e-07,5.834e-06
91565,1.5353e-05,1.23e-07,5.441e-06
91566,1.3832e-05,1.34e-07,5.404e-06
91567,1.0293e-05,1.22e-07,3.465e-06
91568,9.61e-06,1.26e-07,2.967e-06
91569,1.5465e-05,1.34e-07,6.762e-06
91570,1.4209e-05,1.24e-07,4.085e-06
91571,2.3579e-05,1.25e-07,7.22e-06
91572,2.6446e-05,1.25e-07,1.1059e-05
91573,1.551e-05,1.23e-07,6.151e-06
91574,7.697e-06,1.22e-07,2.496e-06
91575,1.5195e-05,1.26e-07,5.055e-06
91576,1.3651e-05,1.2e-07,5.444e-06
91577,1.5437e-05,1.4e-07,5.787e-06
91578,1.3643e-05,1.25e-07,5.203e-06
91579,1.2521e-05,1.31e-07,5.379e-06
91580,1.2612e-05,1.27e-07,4.284e-06
91581,1.171e-05,1.26e-07,4.255e-06
91582,1.7575e-05,1.26e-07,4.488e-06
91583,1.1804e-05,1.25e-07,5.724e-06
91584,1.415e-05,1.26e-07,5.108e-06
91585,1.2637e-05,1.28e-07,4.539e-06
91586,9.057e-06,1.26e-07,3.472e-06
91587,1.6942e-05,1.28e-07,4.666e-06
91588,1.7173e-05,1.27e-07,8.881e-06
91589,1.7701e-05,1.29e-07,4.78e-06
91590,2.1444e-05,1.34e-07,7.253e-06
91591,9.271e-06,1.26e-07,2.129e-06
91592,1.0382e-05,1.3e-07,2.695e-06
91593,8.516e-06,1.34e-07,1.678e-06
91594,1.3297e-05,1.28e-07,5.052e-06
91595,1.5868e-05,1.33e-07,7.436e-06
91596,1.924e-05,1.25e-07,6.359e-06
91597,2.1365e-05,1.39e-07,7.39e-06
91598,1.1816e-05,1.24e-07,4.934e-06
91599,1.4424e-05,1.2e-07,5.461e-06
91600,8.294e-06,1.21e-07,2.155e-06
91601,1.4433e-05,1.21e-07,6.053e-06
91602,1.2278e-05,1.26e-07,4.18e-06
91603,1.4497e-05,1.28e-07,4.947e-06
91604,1.8538e-05,1.33e-07,7.479e-06
91605,1.0685e-05,1.32e-07,3.605e-06
91606,1.2299e-05,1.23e-07,3.829e-06
91607,1.387e-05,1.27e-07,2.526e-06
91608,1.4881e-05,1.33e-07,6.179e-06
91609,1.7452e-05,1.27e-07,5.515e-06
91610,1.2282e-05,1.29e-07,4.963e-06
91611,1.8459e-05,1.27e-07,7.059e-06
91612,7.379e-06,1.2e-07,2.625e-06
91613,1.0283e-05,1.33e-07,2.637e-06
91614,1.0211e-05,1.22e-07,4.622e-06
91615,1.5493e-05,1.2e-07,6.084e-06
91616,1.4498e-05,1.25e-07,5.39e-06
91617,7.89e-06,1.27e-07,3.514e-06
91618,2.4401e-05,1.32e-07,7.511e-06
91619,1.7974e-05,1.23e-07,6.709e-06
91620,1.3354e-05,1.25e-07,4.848e-06
91621,1.5359e-05,1.32e-07,5.575e-06
91622,1.6548e-05,1.34e-07,5.087e-06
91623,1.6621e-05,1.25e-07,6.556e-06
91624,1.8144e-05,1.24e-07,5.9e-06
91625,1.7358e-05,1.22e-07,7.869e-06
91626,1.3763e-05,1.23e-07,4.511e-06
91627,1.7052e-05,1.2e-07,5.409e-06
91628,1.3707e-05,1.26e-07,5.963e-06
91629,1.026e-05,1.22e-07,3.662e-06
91630,1.508e-05,1.22e-07,5.339e-06
91631,1.4956e-05,1.2e-07,5.991e-06
91632,1.2355e-05,1.17e-07,6.155e-06
91633,1.2261e-05,1.27e-07,4.669e-06
91634,1.2349e-05,1.33e-07,5.319e-06
91635,1.2597e-05,1.3e-07,4.471e-06
91636,2.4376e-05,1.23e-07,3.848e-06
91637,1.9502e-05,1.35e-07,7.866e-06
91638,1.1553e-05,1.3e-07,4.466e-06
91639,1.4892e-05,1.2e-07,5.392e-06
91640,1.7117e-05,1.18e-07,6.784e-06
91641,1.2025e-05,1.23e-07,5.487e-06
91642,1.5554e-05,1.19e-07,5.04e-06
91643,2.0063e-05,1.28e-07,3.89e-06
91644,1.4286e-05,1.26e-07,5.511e-06
91645,1.7707e-05,1.25e-07,6.126e-06
91646,1.4957e-05,1.32e-07,5.051e-06
91647,1.672e-05,1.31e-07,7.235e-06
91648,9.155e-06,1.23e-07,3.333e-06
91649,1.6112e-05,1.23e-07,4.205e-06
91650,1.6112e-05,1.27e-07,5.045e-06
91651,1.8022e-05,1.28e-07,6.323e-06
91652,8.598e-06,1.25e-07,3.36e-06
91653,1.1381e-05,1.38e-07,1.797e-06
91654,1.2221e-05,1.25e-07,4.338e-06
91655,1.5858e-05,1.23e-07,5.794e-06
91656,1.2476e-05,1.26e-07,5.321e-06
91657,1.5284e-05,1.23e-07,4.323e-06
91658,1.6715e-05,1.23e-07,6.15e-06
91659,1.1994e-05,1.23e-07,4.215e-06
91660,9.609e-06,1.2e-07,4.193e-06
91661,1.5382e-05,1.25e-07,6.42e-06
91662,1.6023e-05,1.31e-07,6.673e-06
91663,8.366e-06,1.24e-07,2.498e-06
91664,8.996e-06,1.28e-07,3.442e-06
91665,1.0029e-05,1.28e-07,3.1e-06
91666,1.3293e-05,1.21e-07,3.553e-06
91667,1.2628e-05,1.19e-07,4.788e-06
91668,1.5918e-05,1.22e-07,6.455e-06
91669,2.1483e-05,1.3e-07,6.71e-06
91670,1.0326e-05,1.29e-07,3.618e-06
91671,1.9642e-05,1.31e-07,5.955e-06
91672,1.1467e-05,1.21e-07,3.842e-06
91673,1.2235e-05,1.25e-07,5.629e-06
91674,1.0973e-05,1.25e-07,3.389e-06
91675,1.6212e-05,1.21e-07,7.774e-06
91676,1.3428e-05,1.19e-07,6.345e-06
91677,1.1625e-05,1.25e-07,1.748e-06
91678,1.7082e-05,1.24e-07,6.792e-06
91679,1.5796e-05,1.2e-07,5.342e-06
91680,7.715e-06,1.21e-07,3.758e-06
91681,1.1543e-05,1.36e-07,3.865e-06
91682,2.0688e-05,1.2e-07,7.428e-06
91683,1.3936e-05,1.26e-07,5.071e-06
91684,2.1722e-05,1.19e-07,6.049e-06
91685,1.9509e-05,1.25e-07,5.853e-06
91686,1.8474e-05,1.22e-07,6.985e-06
91687,3.0357e-05,1.19e-07,9.44e-06
91688,1.5645e-05,1.19e-07,4.708e-06
91689,1.2252e-05,1.4e-07,4.216e-06
91690,7.398e-06,1.26e-07,2.53e-06
91691,1.5137e-05,1.35e-07,5.755e-06
91692,1.1595e-05,1.3e-07,4.937e-06
91693,1.6186e-05,1.27e-07,6.812e-06
91694,1.7066e-05,1.26e-07,7.116e-06
91695,8.937e-06,1.25e-07,3.857e-06
91696,2.0502e-05,1.25e-07,5.239e-06
91697,2.3786e-05,1.27e-07,8.452e-06
91698,2.3003e-05,1.29e-07,9.127e-06
91699,1.0854e-05,1.26e-07,2.988e-06
91700,1.5058e-05,1.27e-07,4.985e-06
91701,1.5237e-05,1.27e-07,4.345e-06
91702,1.753e-05,1.19e-07,5.807e-06
91703,1.5475e-05,1.32e-07,5.957e-06
91704,1.6167e-05,1.32e-07,6.619e-06
91705,2.0647e-05,1.18e-07,6.202e-06
91706,1.9713e-05,1.22e-07,7.097e-06
91707,1.4723e-05,1.19e-07,6.316e-06
91708,1.2603e-05,1.2e-07,5.045e-06
91709,1.0564e-05,1.23e-07,6.003e-06
91710,1.3172e-05,1.31e-07,4.688e-06
91711,1.5756e-05,1.2e-07,6.639e-06
91712,1.4433e-05,1.2e-07,5.491e-06
91713,1.3838e-05,1.24e-07,5.366e-06
91714,1.6805e-05,1.38e-07,4.991e-06
91715,1.7392e-05,1.24e-07,7.818e-06
91716,1.461e-05,1.24e-07,5.233e-06
91717,1.6711e-05,1.15e-07,6.841e-06
91718,1.5269e-05,1.18e-07,5.953e-06
91719,1.0332e-05,1.26e-07,3.824e-06
91720,1.5701e-05,1.21e-07,6.061e-06
91721,8.081e-06,1.2e-07,4.009e-06
91722,1.8341e-05,1.24e-07,4.922e-06
91723,1.3712e-05,1.27e-07,5.357e-06
91724,1.342e-05,1.25e-07,5.128e-06
91725,2.0505e-05,1.27e-07,7.803e-06
91726,1.5805e-05,1.25e-07,5.51e-06
91727,8.891e-06,1.22e-07,2.903e-06
91728,1.7381e-05,1.21e-07,6.485e-06
91729,1.5146e-05,1.32e-07,5.524e-06
91730,1.803e-05,1.24e-07,5.816e-06
91731,1.5093e-05,1.23e-07,5.826e-06
91732,1.3427e-05,1.2e-07,4.763e-06
91733,8.98e-06,1.31e-07,2.687e-06
91734,1.156e-05,1.23e-07,3.793e-06
91735,1.5727e-05,1.22e-07,4.66e-06
91736,1.0094e-05,1.21e-07,2.564e-06
91737,2.3345e-05,1.33e-07,7.97e-06
91738,1.1524e-05,1.27e-07,5.555e-06
91739,1.2438e-05,1.3e-07,4.217e-06
91740,1.7053e-05,1.26e-07,5.881e-06
91741,1.4884e-05,1.25e-07,4.575e-06
91742,1.7808e-05,1.21e-07,6.93e-06
91743,1.115e-05,1.27e-07,5.459e-06
91744,1.3549e-05,1.26e-07,7.317e-06
91745,2.3705e-05,1.27e-07,7.023e-06
91746,1.4719e-05,1.24e-07,5.904e-06
91747,1.1243e-05,1.23e-07,3.952e-06
91748,1.0554e-05,1.2e-07,4.887e-06
91749,1.7721e-05,1.2e-07,6.351e-06
91750,1.1109e-05,1.2e-07,3.774e-06
91751,1.7106e-05,1.27e-07,4.054e-06
91752,1.0481e-05,1.28e-07,3.318e-06
91753,1.5594e-05,1.23e-07,6.527e-06
91754,1.755e-05,1.26e-07,7.406e-06
91755,1.7467e-05,1.3e-07,5.011e-06
91756,1.4768e-05,1.29e-07,5.933e-06
91757,1.5313e-05,1.25e-07,4.712e-06
91758,1.6186e-05,1.29e-07,7.119e-06
91759,1.5719e-05,1.25e-07,4.643e-06
91760,1.828e-05,1.27e-07,5.159e-06
91761,1.6936e-05,1.24e-07,4.963e-06
91762,1.0687e-05,1.25e-07,3.768e-06
91763,1.1122e-05,1.3e-07,2.513e-06
91764,1.6166e-05,1.25e-07,5.351e-06
91765,1.7066e-05,1.31e-07,5.496e-06
91766,1.765e-05,1.27e-07,6.515e-06
91767,1.2822e-05,1.32e-07,5.587e-06
91768,1.1956e-05,1.22e-07,4.665e-06
91769,1.0534e-05,1.19e-07,5.273e-06
91770,1.2958e-05,1.29e-07,5.663e-06
91771,1.6239e-05,1.19e-07,5.513e-06
91772,1.3373e-05,1.21e-07,4.555e-06
91773,1.7388e-05,1.26e-07,4.004e-06
91774,2.0901e-05,1.29e-07,4.748e-06
91775,9.874e-06,1.25e-07,2.727e-06
91776,1.9005e-05,1.4e-07,4.809e-06
91777,1.6866e-05,1.26e-07,7.927e-06
91778,1.7194e-05,1.26e-07,6.294e-06
91779,1.8377e-05,1.21e-07,6.298e-06
91780,1.7222e-05,1.19e-07,7.565e-06
91781,1.3997e-05,1.23e-07,7.264e-06
91782,2.0762e-05,1.22e-07,6.056e-06
91783,1.3203e-05,1.35e-07,4.227e-06
91784,9.166e-06,1.22e-07,3.378e-06
91785,1.437e-05,1.33e-07,4.312e-06
91786,8.748e-06,1.33e-07,3.504e-06
91787,1.3501e-05,1.28e-07,6.974e-06
91788,1.1593e-05,1.23e-07,3.75e-06
91789,1.2306e-05,1.25e-07,4.666e-06
91790,1.2748e-05,1.23e-07,5.303e-06
91791,1.9495e-05,1.24e-07,6.146e-06
91792,1.1878e-05,1.24e-07,5.423e-06
91793,1.029e-05,1.24e-07,3.496e-06
91794,1.3955e-05,1.25e-07,5.462e-06
91795,1.6301e-05,1.26e-07,6.533e-06
91796,1.2696e-05,1.34e-07,4.189e-06
91797,1.189e-05,1.26e-07,3.41e-06
91798,1.6093e-05,1.4e-07,7.8e-06
91799,1.2922e-05,1.27e-07,4.355e-06
91800,1.4793e-05,1.28e-07,5.381e-06
91801,1.1522e-05,1.23e-07,3.332e-06
91802,1.4637e-05,1.25e-07,3.287e-06
91803,1.4103e-05,1.2e-07,4.622e-06
91804,1.9017e-05,1.19e-07,6.636e-06
91805,9.329e-06,1.25e-07,3.38e-06
91806,2.0985e-05,1.23e-07,6.445e-06
91807,1.4631e-05,1.2e-07,5.13e-06
91808,9.678e-06,1.45e-07,3.993e-06
91809,2.4831e-05,1.27e-07,5.744e-06
91810,1.9209e-05,1.32e-07,7.575e-06
